respondent_id,area_dubai,accommodation_type,household_size,monthly_budget_aed,weekly_chore_hours,academic_workload_1_5,chore_interference_1_5,cleanliness_satisfaction_1_5,sel_room,sel_bathroom,sel_kitchen,sel_laundry,sel_ironing,sel_dishwashing,sel_bedding,sel_trash,sel_grocery,sel_window,num_chores_selected,q2_filler_item,q3_anchor_item,q4_laundry_ironing_pairing,q5_grocery_bundling,q6_chores_per_visit,q7_preferred_package,exam_room,exam_bathroom,exam_kitchen,exam_laundry,exam_grocery,exam_dishwashing,num_exam_chores_selected,q9_laundry_addon_decision,q10_packaging_preference
R1106,Discovery Gardens,Shared apartment,3,4370,6.5,3,2,4,1,1,1,1,1,1,0,0,0,0,6,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,5-6,Standard Clean,1,1,0,1,1,0,4,No,One flat all-inclusive package
R1107,Jumeirah Village Circle,University dorm/hostel,2,1000,4.0,2,3,2,1,1,1,0,0,0,0,1,0,0,4,Trash disposal,Room/floor cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,1,1,1,0,0,4,No,Build my own each time
R1108,Al Barsha,Living with family,4,2880,1.0,3,1,5,1,1,1,1,0,0,1,1,0,0,6,Bedding/linen change,Room/floor cleaning,Don't need ironing,Separate service,5-6,Full Care,0,1,0,0,1,0,2,No,One flat all-inclusive package
R1109,Dubai Silicon Oasis,University dorm/hostel,1,2850,4.6,3,2,5,1,1,1,1,1,1,0,0,0,0,6,Ironing,Kitchen cleaning,"No, separately",Separate service,3-4,Full Care,1,1,1,1,0,1,5,No,One flat all-inclusive package
R1110,Al Barsha,Shared apartment,2,3400,8.0,5,4,2,1,1,1,0,1,1,0,0,0,0,5,Ironing,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,1,0,0,1,4,Yes,One flat all-inclusive package
R1111,Dubai Silicon Oasis,Living with family,4,4770,5.7,4,2,3,0,1,1,0,0,0,0,1,0,0,3,Trash disposal,Kitchen cleaning,Don't need ironing,Separate service,1-2,None of these - custom mix,1,0,0,0,0,1,2,No,Build my own each time
R1112,Bur Dubai,Living with family,3,4150,3.8,4,3,2,1,1,0,0,0,0,0,0,1,0,3,None selected,Room/floor cleaning,Don't need ironing,Bundled together,3-4,Standard Clean,1,1,0,1,1,1,5,Depends on load size,Build my own each time
R1113,Deira,Shared apartment,4,1630,3.3,1,2,4,1,1,0,1,0,0,1,0,1,1,6,Bedding/linen change,Bathroom cleaning,Don't need ironing,Separate service,5-6,None of these - custom mix,1,1,1,1,1,0,5,Depends on load size,One flat all-inclusive package
R1114,Academic City,Shared apartment,2,4030,4.4,3,2,3,1,1,1,0,0,0,1,1,1,0,6,Trash disposal,Room/floor cleaning,Don't need ironing,Bundled together,3-4,Standard Clean,0,1,1,0,1,0,3,No,One flat all-inclusive package
R1115,Bur Dubai,Shared apartment,3,4350,8.7,3,3,2,1,1,1,1,1,0,0,1,0,0,6,Trash disposal,Bathroom cleaning,"Yes, always together",Separate service,5-6,Full Care,1,0,0,0,0,0,1,No,One flat all-inclusive package
R1116,Deira,Shared apartment,3,4280,5.3,1,1,5,1,1,0,1,0,0,1,0,0,0,4,Bedding/linen change,Room/floor cleaning,Don't need ironing,Separate service,3-4,Standard Clean,0,1,0,0,0,0,1,Yes,"Either, depending on price"
R1117,Al Barsha,Shared apartment,2,5010,5.9,3,1,5,1,1,1,0,0,0,0,0,1,1,5,Window cleaning,Kitchen cleaning,"No, separately",Bundled together,3-4,Full Care,1,1,0,0,1,0,3,Depends on load size,"Either, depending on price"
R1118,Bur Dubai,Apartment alone,1,5570,7.6,4,4,2,1,1,0,1,0,0,0,0,1,1,5,Window cleaning,Room/floor cleaning,"No, separately",Separate service,5-6,None of these - custom mix,1,1,0,1,1,1,5,Yes,One flat all-inclusive package
R1119,Academic City,Apartment alone,1,5040,6.0,2,2,5,1,1,0,1,1,0,0,0,0,0,4,Ironing,Bathroom cleaning,"Yes, always together",Separate service,3-4,None of these - custom mix,1,0,0,1,0,1,3,No,One flat all-inclusive package
R1120,Deira,Apartment alone,1,4300,5.0,4,3,2,1,0,0,1,1,0,0,0,0,0,3,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,None of these - custom mix,1,1,1,1,0,1,5,Depends on load size,One flat all-inclusive package
R1121,Bur Dubai,Apartment alone,1,2070,5.1,3,5,2,1,1,1,0,0,0,1,1,1,1,7,Trash disposal,Kitchen cleaning,Don't need ironing,Bundled together,5-6,Exam Week Rescue,1,1,1,0,1,0,4,No,One flat all-inclusive package
R1122,Al Barsha,University dorm/hostel,2,3800,4.9,1,1,5,1,1,1,0,0,0,1,0,1,0,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,1,1,0,1,1,5,Yes,Build my own each time
R1123,Dubai Silicon Oasis,Shared apartment,2,3790,4.9,3,2,5,1,1,1,0,0,1,0,0,0,1,5,Dishwashing,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,0,0,1,0,3,Yes,"Either, depending on price"
R1124,Al Barsha,University dorm/hostel,1,3580,7.0,5,3,3,1,1,1,0,0,1,0,0,0,0,4,Dishwashing,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,1,1,0,0,1,0,3,No,"Either, depending on price"
R1125,Discovery Gardens,Shared apartment,5,1710,3.6,5,4,3,1,1,0,1,1,0,0,1,0,0,5,Trash disposal,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,Standard Clean,0,1,1,1,0,1,4,No,Build my own each time
R1126,Deira,Shared apartment,3,1990,6.0,5,4,3,1,1,1,1,1,1,1,0,0,0,7,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,5-6,Full Care,1,1,1,1,0,1,5,Depends on load size,One flat all-inclusive package
R1127,Bur Dubai,Living with family,5,5370,3.3,3,1,5,0,1,1,1,1,1,1,1,0,0,7,Trash disposal,Kitchen cleaning,"Yes, always together",Not interested in either,5-6,None of these - custom mix,1,1,1,1,0,0,4,Yes,"Either, depending on price"
R1128,Dubai Silicon Oasis,Shared apartment,3,3440,4.7,2,2,5,0,1,0,1,1,0,0,0,0,0,3,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,3-4,Standard Clean,1,1,1,1,1,1,6,Depends on load size,One flat all-inclusive package
R1129,Academic City,University dorm/hostel,2,4150,1.0,4,1,5,1,1,1,1,1,0,1,0,0,0,6,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,Full Care,1,1,1,1,1,0,5,No,One flat all-inclusive package
R1130,Discovery Gardens,University dorm/hostel,2,3240,6.8,3,4,2,0,1,0,0,1,0,0,1,0,0,3,Trash disposal,Bathroom cleaning,"No, separately",Separate service,1-2,Standard Clean,1,0,1,0,1,0,3,No,"Either, depending on price"
R1131,Al Barsha,Apartment alone,1,4440,6.2,5,4,2,1,0,0,1,1,0,1,0,0,0,4,Ironing,Room/floor cleaning,"Yes, always together",Separate service,1-2,Full Care,0,0,1,0,0,0,1,No,"Either, depending on price"
R1132,Dubai Silicon Oasis,Shared apartment,4,4810,6.0,2,2,4,0,1,1,1,1,1,0,1,1,1,8,Window cleaning,Bathroom cleaning,"Yes, always together",Separate service,All of them,Exam Week Rescue,1,1,1,0,1,0,4,No,"Either, depending on price"
R1133,Discovery Gardens,University dorm/hostel,2,2480,1.0,3,2,3,1,1,1,1,1,1,0,0,0,0,6,Ironing,Kitchen cleaning,"No, separately",Not interested in either,3-4,Full Care,1,1,0,0,1,0,3,No,One flat all-inclusive package
R1134,Al Qusais,University dorm/hostel,2,3330,9.2,2,3,3,1,1,0,1,0,0,0,0,0,0,3,None selected,Bathroom cleaning,"No, separately",Not interested in either,3-4,Quick Tidy,1,1,1,0,1,0,4,No,Build my own each time
R1135,Al Barsha,Apartment alone,1,3750,5.2,3,3,3,1,0,1,0,0,1,1,1,0,1,6,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,None of these - custom mix,1,0,0,0,1,1,3,Depends on load size,One flat all-inclusive package
R1136,Academic City,University dorm/hostel,2,2590,7.2,4,4,2,1,1,1,1,1,1,0,1,0,0,7,Ironing,Bathroom cleaning,"No, separately",Not interested in either,All of them,Exam Week Rescue,1,1,0,1,0,0,3,No,One flat all-inclusive package
R1137,Jumeirah Village Circle,Living with family,6,3470,1.0,3,1,5,1,1,1,1,1,1,0,0,0,0,6,Dishwashing,Kitchen cleaning,"Yes, always together",Not interested in either,5-6,Full Care,1,1,0,1,1,1,5,Yes,One flat all-inclusive package
R1138,Discovery Gardens,Apartment alone,1,4710,6.7,3,2,4,1,1,1,0,0,1,1,1,1,0,7,Bedding/linen change,Room/floor cleaning,Don't need ironing,Separate service,5-6,Full Care,1,1,0,0,1,1,4,Yes,"Either, depending on price"
R1139,Al Qusais,University dorm/hostel,3,2530,2.4,3,2,4,1,1,0,1,1,0,0,1,0,0,5,Trash disposal,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,None of these - custom mix,1,0,1,1,0,1,4,Yes,"Either, depending on price"
R1140,Al Qusais,University dorm/hostel,3,4960,3.3,3,2,4,1,1,1,1,0,1,0,0,0,1,6,Dishwashing,Kitchen cleaning,"No, separately",Separate service,5-6,Full Care,1,1,1,1,0,0,4,No,One flat all-inclusive package
R1141,Al Barsha,Living with family,2,2650,8.8,4,3,2,1,1,1,1,1,0,0,0,0,0,5,Ironing,Room/floor cleaning,"No, separately",Separate service,3-4,Full Care,1,1,0,1,0,1,4,Yes,One flat all-inclusive package
R1142,Academic City,Shared apartment,4,3240,3.6,5,2,3,1,1,1,0,0,0,0,0,0,0,3,None selected,Room/floor cleaning,"No, separately",Not interested in either,3-4,Standard Clean,1,1,0,0,0,1,3,Yes,One flat all-inclusive package
R1143,Al Barsha,Shared apartment,5,2880,3.9,5,3,3,1,1,1,0,0,0,1,1,0,0,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Separate service,5-6,Standard Clean,0,1,0,0,1,0,2,No,"Either, depending on price"
R1144,Al Barsha,Living with family,3,5930,6.2,4,5,1,1,1,1,0,0,0,1,1,1,0,6,Bedding/linen change,Room/floor cleaning,Don't need ironing,Separate service,5-6,Standard Clean,1,1,0,0,1,0,3,No,One flat all-inclusive package
R1145,Dubai Silicon Oasis,Living with family,2,4180,6.0,3,2,5,1,1,1,1,0,1,1,1,0,0,7,Trash disposal,Bathroom cleaning,"No, separately",Separate service,5-6,Exam Week Rescue,0,1,1,1,0,0,3,Yes,"Either, depending on price"
R1146,Academic City,Living with family,5,5340,3.8,4,2,4,1,1,0,0,0,0,0,1,1,0,4,Trash disposal,Room/floor cleaning,Don't need ironing,Bundled together,3-4,Standard Clean,1,1,1,1,1,0,5,Yes,One flat all-inclusive package
R1147,Academic City,Apartment alone,1,2320,6.2,3,4,2,1,1,1,1,1,0,0,0,0,0,5,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,3-4,Standard Clean,1,0,0,1,0,0,2,Depends on load size,Build my own each time
R1148,Dubai Silicon Oasis,Shared apartment,4,3870,8.8,3,3,3,0,1,1,1,1,1,0,0,0,0,5,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,5-6,Standard Clean,1,1,1,1,1,0,5,Depends on load size,"Either, depending on price"
R1149,Al Barsha,University dorm/hostel,3,4450,4.4,5,3,2,1,0,1,1,0,0,1,1,0,0,5,Trash disposal,Room/floor cleaning,"No, separately",Separate service,5-6,None of these - custom mix,1,1,1,0,1,1,5,Depends on load size,Build my own each time
R1150,Bur Dubai,Apartment alone,1,4520,5.9,1,1,5,1,1,1,1,0,0,1,0,0,0,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,Full Care,1,1,0,1,1,0,4,Yes,Build my own each time
R1151,Al Barsha,Shared apartment,2,4990,7.1,5,4,2,1,1,1,0,0,0,0,0,0,0,3,None selected,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Quick Tidy,1,1,1,1,0,0,4,Depends on load size,"Either, depending on price"
R1152,Dubai Silicon Oasis,Shared apartment,4,2780,6.2,3,2,4,1,1,0,0,0,0,0,0,0,0,2,None selected,Room/floor cleaning,Don't need ironing,Not interested in either,1-2,Quick Tidy,1,0,1,1,0,1,4,No,One flat all-inclusive package
R1153,Academic City,Living with family,3,5870,6.9,4,4,2,1,0,1,0,0,0,1,0,0,0,3,Bedding/linen change,Room/floor cleaning,Don't need ironing,Separate service,3-4,None of these - custom mix,1,1,0,1,0,0,3,Yes,One flat all-inclusive package
R1154,Al Qusais,University dorm/hostel,1,6420,6.8,4,4,3,1,1,0,1,1,0,0,0,0,0,4,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,3-4,Standard Clean,1,1,0,0,1,1,4,Depends on load size,Build my own each time
R1155,Al Barsha,Shared apartment,2,2990,2.7,5,5,2,1,1,1,0,0,1,1,1,0,0,6,Trash disposal,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,Full Care,1,0,1,0,0,0,2,No,One flat all-inclusive package
R1156,Jumeirah Village Circle,University dorm/hostel,3,2580,7.8,4,4,2,1,1,1,1,1,0,1,1,0,0,7,Bedding/linen change,Kitchen cleaning,"Yes, always together",Separate service,5-6,Full Care,1,0,0,1,0,1,3,Depends on load size,"Either, depending on price"
R1157,Jumeirah Village Circle,Shared apartment,4,5530,1.7,4,2,4,1,1,1,1,1,1,0,1,1,0,8,Trash disposal,Bathroom cleaning,"Yes, always together",Separate service,All of them,Full Care,0,0,0,0,1,0,1,Depends on load size,"Either, depending on price"
R1158,Al Barsha,University dorm/hostel,2,5410,5.6,2,2,4,1,1,0,0,0,0,1,1,0,0,4,Trash disposal,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,0,1,0,4,No,"Either, depending on price"
R1159,Jumeirah Village Circle,University dorm/hostel,2,2470,3.5,4,2,4,0,1,1,1,0,0,0,0,0,0,3,None selected,Bathroom cleaning,Don't need ironing,Not interested in either,1-2,None of these - custom mix,1,1,1,1,1,0,5,Depends on load size,Build my own each time
R1160,Discovery Gardens,University dorm/hostel,3,2610,4.4,2,2,4,1,1,1,0,0,1,1,0,0,0,5,Dishwashing,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,1,1,0,5,No,One flat all-inclusive package
R1161,Academic City,Shared apartment,3,3110,5.2,4,3,2,1,0,1,1,1,1,1,0,1,0,7,Bedding/linen change,Room/floor cleaning,"Yes, always together",Bundled together,5-6,Full Care,1,1,1,1,1,1,6,No,One flat all-inclusive package
R1162,Academic City,Apartment alone,1,2520,6.1,4,3,3,1,1,1,1,1,1,1,0,0,1,8,Bedding/linen change,Kitchen cleaning,"Yes, always together",Separate service,5-6,Full Care,1,1,1,1,0,1,5,Depends on load size,"Either, depending on price"
R1163,Academic City,Shared apartment,4,2210,4.8,4,4,2,1,1,1,1,1,0,0,0,0,0,5,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,5-6,Standard Clean,1,1,0,1,0,1,4,Depends on load size,One flat all-inclusive package
R1164,Dubai Silicon Oasis,Living with family,4,2490,7.2,1,1,5,1,1,1,1,0,1,0,0,0,0,5,Dishwashing,Kitchen cleaning,"No, separately",Not interested in either,5-6,Full Care,1,1,0,0,0,0,2,Depends on load size,"Either, depending on price"
R1165,Deira,Shared apartment,3,2430,5.4,2,3,4,1,1,1,1,1,0,0,1,0,0,6,Trash disposal,Bathroom cleaning,"No, separately",Not interested in either,5-6,Full Care,1,1,0,1,0,0,3,Depends on load size,"Either, depending on price"
R1166,Al Barsha,Shared apartment,3,3450,4.0,4,4,3,1,1,1,0,0,1,1,1,0,0,6,Dishwashing,Bathroom cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,0,1,0,1,4,Depends on load size,One flat all-inclusive package
R1167,Al Barsha,Living with family,3,4230,6.4,2,2,4,1,1,1,1,0,0,1,0,0,0,5,Bedding/linen change,Bathroom cleaning,Don't need ironing,Separate service,5-6,Standard Clean,1,1,0,1,0,1,4,Depends on load size,One flat all-inclusive package
R1168,Dubai Silicon Oasis,University dorm/hostel,2,5370,7.4,2,1,5,1,1,0,0,0,0,0,1,1,0,4,Trash disposal,Bathroom cleaning,"No, separately",Bundled together,1-2,Standard Clean,1,1,1,0,1,0,4,Yes,Build my own each time
R1169,Academic City,Living with family,4,2500,1.5,1,1,5,1,0,0,1,0,0,0,0,0,1,3,Window cleaning,Room/floor cleaning,"No, separately",Not interested in either,3-4,None of these - custom mix,1,0,1,1,1,1,5,Yes,"Either, depending on price"
R1170,Jumeirah Village Circle,University dorm/hostel,1,4580,6.7,5,5,1,1,0,0,1,1,0,0,0,0,0,3,Ironing,Room/floor cleaning,"Yes, always together",Separate service,3-4,None of these - custom mix,1,1,0,0,0,0,2,Depends on load size,One flat all-inclusive package
R1171,Dubai Silicon Oasis,Living with family,5,3600,4.9,4,3,3,1,1,1,1,1,1,1,0,1,0,8,Bedding/linen change,Room/floor cleaning,"Yes, always together",Bundled together,All of them,Full Care,1,1,1,0,1,1,5,No,"Either, depending on price"
R1172,Academic City,University dorm/hostel,2,3130,4.4,3,1,4,1,1,1,0,0,0,0,0,0,0,3,None selected,Kitchen cleaning,Don't need ironing,Separate service,3-4,Standard Clean,0,0,1,0,1,0,2,No,Build my own each time
R1173,Al Barsha,Living with family,4,4840,6.8,3,2,4,1,0,1,1,1,0,0,1,1,0,6,Ironing,Room/floor cleaning,"Yes, always together",Separate service,5-6,None of these - custom mix,1,1,0,1,1,1,5,Yes,"Either, depending on price"
R1174,Academic City,Shared apartment,5,1930,3.2,3,2,4,1,1,1,0,0,0,0,0,0,0,3,None selected,Bathroom cleaning,Don't need ironing,Separate service,1-2,Standard Clean,1,0,0,0,0,0,1,Depends on load size,Build my own each time
R1175,Dubai Silicon Oasis,Living with family,4,4440,4.3,4,3,4,1,0,1,1,0,1,0,1,0,0,5,Trash disposal,Room/floor cleaning,"No, separately",Not interested in either,5-6,None of these - custom mix,1,1,1,0,0,0,3,Depends on load size,One flat all-inclusive package
R1176,Jumeirah Village Circle,University dorm/hostel,1,3430,5.2,4,3,4,0,1,1,0,0,0,1,0,0,0,3,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,None of these - custom mix,1,1,0,0,0,1,3,No,"Either, depending on price"
R1177,Discovery Gardens,Shared apartment,5,4190,3.5,2,1,4,1,1,1,1,1,0,0,0,1,0,6,Ironing,Bathroom cleaning,"Yes, always together",Bundled together,5-6,Full Care,0,1,1,1,0,0,3,No,"Either, depending on price"
R1178,Al Qusais,Living with family,4,4300,1.8,2,1,5,1,1,1,0,0,0,0,0,1,0,4,None selected,Bathroom cleaning,Don't need ironing,Bundled together,3-4,Standard Clean,1,1,0,0,0,0,2,Depends on load size,Build my own each time
R1179,Dubai Silicon Oasis,Shared apartment,3,6940,1.6,2,1,5,1,1,0,0,0,0,0,0,0,0,2,None selected,Room/floor cleaning,Don't need ironing,Separate service,1-2,Standard Clean,1,0,1,0,1,0,3,No,"Either, depending on price"
R1180,Discovery Gardens,Shared apartment,2,2610,8.2,4,5,1,0,1,1,0,0,1,0,1,0,0,4,Dishwashing,Kitchen cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,1,1,0,1,0,0,3,No,"Either, depending on price"
R1181,Dubai Silicon Oasis,Apartment alone,1,3660,3.8,4,2,5,1,1,1,1,1,1,1,0,0,0,7,Dishwashing,Kitchen cleaning,"Yes, always together",Separate service,All of them,Full Care,1,1,1,1,0,1,5,No,One flat all-inclusive package
R1182,Bur Dubai,Shared apartment,4,2630,2.0,3,2,4,0,1,1,1,1,0,0,0,0,0,4,Ironing,Kitchen cleaning,"Yes, always together",Not interested in either,1-2,Standard Clean,1,1,0,1,0,0,3,No,Build my own each time
R1183,Bur Dubai,Shared apartment,4,2720,1.0,1,1,5,0,1,1,1,0,0,1,0,0,1,5,Bedding/linen change,Kitchen cleaning,Don't need ironing,Not interested in either,5-6,None of these - custom mix,1,1,1,0,0,0,3,No,"Either, depending on price"
R1184,Al Barsha,Shared apartment,3,2610,3.2,2,2,4,1,1,1,0,0,0,1,1,0,0,5,Trash disposal,Room/floor cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,1,0,1,0,4,No,One flat all-inclusive package
R1185,Jumeirah Village Circle,Living with family,5,5560,1.0,5,2,4,0,0,0,0,1,1,0,0,0,0,2,Dishwashing,None selected,Don't need ironing,Separate service,1-2,Standard Clean,1,1,1,1,0,0,4,Yes,One flat all-inclusive package
R1186,Deira,University dorm/hostel,2,5190,8.3,3,3,3,1,1,0,0,0,0,0,0,0,0,2,None selected,Room/floor cleaning,Don't need ironing,Not interested in either,1-2,Quick Tidy,1,1,1,0,1,1,5,Depends on load size,"Either, depending on price"
R1187,Academic City,Shared apartment,2,2700,7.0,4,3,3,1,1,1,1,1,1,0,1,0,0,7,Trash disposal,Kitchen cleaning,"Yes, always together",Separate service,All of them,Exam Week Rescue,1,1,1,1,0,0,4,Yes,One flat all-inclusive package
R1188,Academic City,Living with family,3,2730,3.1,4,2,4,1,1,0,1,1,0,1,0,0,0,5,Ironing,Bathroom cleaning,"Yes, always together",Not interested in either,3-4,Full Care,0,1,1,1,0,0,3,No,One flat all-inclusive package
R1189,Al Barsha,Living with family,3,4560,9.0,3,4,2,1,1,0,1,1,1,0,0,0,0,5,Ironing,Room/floor cleaning,"Yes, always together",Not interested in either,5-6,None of these - custom mix,1,1,0,1,0,1,4,No,"Either, depending on price"
R1190,Dubai Silicon Oasis,Shared apartment,4,2730,6.0,3,2,4,1,0,0,0,0,0,0,0,1,1,3,Window cleaning,Room/floor cleaning,Don't need ironing,Bundled together,3-4,None of these - custom mix,1,1,0,0,1,0,3,Yes,Build my own each time
R1191,Bur Dubai,Shared apartment,2,4390,4.4,2,3,4,1,1,0,0,0,0,1,0,0,0,3,Bedding/linen change,Bathroom cleaning,Don't need ironing,Not interested in either,3-4,Quick Tidy,1,0,1,0,0,0,2,Yes,"Either, depending on price"
R1192,Bur Dubai,Shared apartment,4,3780,1.0,4,1,5,0,1,1,0,0,1,0,0,0,0,3,Dishwashing,Kitchen cleaning,Don't need ironing,Separate service,1-2,None of these - custom mix,1,1,0,1,1,1,5,No,"Either, depending on price"
R1193,Academic City,University dorm/hostel,2,1080,9.6,4,4,2,1,1,1,1,1,1,1,0,1,0,8,Dishwashing,Room/floor cleaning,"Yes, always together",Bundled together,5-6,None of these - custom mix,1,1,1,1,0,1,5,No,One flat all-inclusive package
R1194,Discovery Gardens,Shared apartment,5,5670,1.0,4,2,5,1,1,1,0,0,1,1,0,1,0,6,Dishwashing,Kitchen cleaning,Don't need ironing,Bundled together,5-6,Standard Clean,1,1,1,0,1,0,4,Yes,One flat all-inclusive package
R1195,Discovery Gardens,Shared apartment,3,6010,1.2,4,2,4,0,1,1,0,0,0,0,1,1,0,4,Trash disposal,Kitchen cleaning,Don't need ironing,Bundled together,1-2,None of these - custom mix,1,1,1,0,1,1,5,Depends on load size,One flat all-inclusive package
R1196,Jumeirah Village Circle,Shared apartment,4,2640,6.0,1,2,4,0,0,0,1,0,0,0,1,0,0,2,Trash disposal,None selected,Don't need ironing,Not interested in either,1-2,None of these - custom mix,1,1,0,1,1,1,5,No,One flat all-inclusive package
R1197,Bur Dubai,University dorm/hostel,1,2660,10.4,5,4,3,0,1,1,0,0,1,0,0,0,0,3,Dishwashing,Kitchen cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,1,0,0,1,4,Yes,"Either, depending on price"
R1198,Bur Dubai,Living with family,5,4300,6.3,4,4,2,1,1,1,0,0,0,0,1,0,1,5,Window cleaning,Bathroom cleaning,Don't need ironing,Not interested in either,5-6,Standard Clean,1,1,0,0,0,1,3,Depends on load size,Build my own each time
R1199,Deira,Living with family,2,4370,6.1,3,1,4,0,1,0,0,0,0,1,1,1,0,4,Trash disposal,Bathroom cleaning,Don't need ironing,Bundled together,3-4,None of these - custom mix,1,1,1,0,1,0,4,Yes,Build my own each time
R1200,Academic City,Apartment alone,1,5320,6.7,5,4,3,1,1,0,0,0,0,0,0,0,0,2,None selected,Bathroom cleaning,Don't need ironing,Not interested in either,1-2,Standard Clean,0,1,1,0,1,0,3,Depends on load size,One flat all-inclusive package
R1201,Dubai Silicon Oasis,Shared apartment,3,6310,6.2,4,5,1,1,1,0,1,1,0,0,0,0,1,5,Window cleaning,Room/floor cleaning,"No, separately",Not interested in either,5-6,Standard Clean,1,1,1,1,0,0,4,Depends on load size,One flat all-inclusive package
R1202,Dubai Silicon Oasis,Shared apartment,4,3250,5.5,4,2,5,1,1,1,1,0,0,0,1,0,0,5,Trash disposal,Room/floor cleaning,"No, separately",Not interested in either,5-6,Standard Clean,1,1,0,1,0,0,3,No,Build my own each time
R1203,Bur Dubai,Living with family,2,2780,5.6,4,2,5,1,1,1,0,0,1,1,0,0,0,5,Bedding/linen change,Room/floor cleaning,Don't need ironing,Not interested in either,3-4,Standard Clean,1,1,0,1,0,0,3,Depends on load size,Build my own each time
R1204,Academic City,Apartment alone,1,2470,5.7,5,4,1,1,1,1,1,1,1,0,1,1,0,8,Dishwashing,Bathroom cleaning,"Yes, always together",Bundled together,5-6,Full Care,1,0,0,0,0,1,2,Depends on load size,One flat all-inclusive package
R1205,Dubai Silicon Oasis,University dorm/hostel,1,2180,5.4,4,3,4,1,1,1,0,0,1,1,0,0,0,5,Dishwashing,Kitchen cleaning,Don't need ironing,Separate service,5-6,Standard Clean,1,1,0,0,0,0,2,Depends on load size,"Either, depending on price"
R1206,Dubai Silicon Oasis,Living with family,5,3850,2.0,2,1,5,1,1,1,0,0,1,1,0,0,0,5,Dishwashing,Kitchen cleaning,"No, separately",Not interested in either,5-6,Standard Clean,1,1,0,1,0,1,4,Depends on load size,One flat all-inclusive package
R1207,Jumeirah Village Circle,Living with family,5,6410,2.9,3,2,4,1,1,1,0,0,1,0,0,1,0,5,Dishwashing,Room/floor cleaning,Don't need ironing,Bundled together,5-6,Standard Clean,1,1,0,0,1,1,4,Yes,One flat all-inclusive package
R1208,Dubai Silicon Oasis,Living with family,4,3180,1.0,5,3,3,1,1,0,0,0,0,0,1,1,0,4,Trash disposal,Room/floor cleaning,Don't need ironing,Separate service,3-4,Standard Clean,1,0,1,0,1,0,3,Depends on load size,"Either, depending on price"
R1209,Dubai Silicon Oasis,Apartment alone,1,4710,5.3,3,3,4,1,0,1,1,1,1,0,0,1,0,6,Dishwashing,Room/floor cleaning,"Yes, always together",Bundled together,3-4,Standard Clean,1,1,0,1,1,0,4,Yes,One flat all-inclusive package
R1210,Academic City,Shared apartment,4,3480,2.0,3,2,3,1,1,1,1,0,0,0,0,1,0,5,None selected,Kitchen cleaning,Don't need ironing,Bundled together,5-6,Standard Clean,0,1,1,1,1,0,4,Yes,Build my own each time
R1211,Jumeirah Village Circle,Shared apartment,3,5160,2.3,3,1,5,1,1,1,1,0,0,0,0,0,0,4,None selected,Bathroom cleaning,"No, separately",Separate service,3-4,Full Care,1,1,0,1,1,0,4,Yes,One flat all-inclusive package
R1212,Jumeirah Village Circle,Living with family,3,7440,4.9,3,3,3,1,1,1,1,1,1,1,1,0,0,8,Trash disposal,Room/floor cleaning,"No, separately",Separate service,5-6,Full Care,1,1,0,1,0,0,3,Yes,One flat all-inclusive package
R1213,Al Barsha,Living with family,3,3160,7.3,4,5,1,1,1,1,1,1,0,1,0,0,0,6,Ironing,Kitchen cleaning,"Yes, always together",Separate service,5-6,Full Care,1,1,0,0,0,0,2,No,One flat all-inclusive package
